진료년도,시도,진료과목,환자수,명세서 청구건수,요양급여비용총액,보험자부담금
2016,서울,일반의,6004 ,7523 ,6468504100 ,5179937790 
2016,서울,내과,2674025 ,13011276 ,2903805705170 ,2363980950550 
2016,서울,신경과,510419 ,1714786 ,303158818210 ,214937074310 
2016,서울,정신건강의학과,191492 ,1105687 ,149025120810 ,102237805630 
2016,서울,외과,877825 ,2864863 ,1112733209630 ,963983362910 
2016,서울,정형외과,1401514 ,5256335 ,780466182930 ,568593914030 
2016,서울,신경외과,617405 ,1944093 ,502141617380 ,407071443100 
2016,서울,흉부외과,109889 ,347318 ,284098984510 ,255047940700 
2016,서울,성형외과,114325 ,377264 ,60630820350 ,45328408320 
2016,서울,마취통증의학과,106677 ,301316 ,20263337410 ,10429358620 
2016,서울,산부인과,705377 ,2719101 ,385144520640 ,302302297780 
2016,서울,소아청소년과,502568 ,2552459 ,448609139840 ,383253458460 
2016,서울,안과,829452 ,2150118 ,220506891840 ,139325545940 
2016,서울,이비인후과,475867 ,1345343 ,167602691440 ,113759872720 
2016,서울,피부과,338422 ,1121166 ,46309092460 ,20327252240 
2016,서울,비뇨의학과,379195 ,1341544 ,208242003680 ,157060579760 
2016,서울,영상의학과,48942 ,69831 ,9399243090 ,6656587310 
2016,서울,방사선종양학과,51038 ,604971 ,187099871840 ,177445489470 
2016,서울,병리과,5 ,5 ,699190 ,358990 
2016,서울,진단검사의학과,2466 ,4513 ,636758030 ,497559250 
2016,서울,결핵과,10 ,71 ,3335100 ,2536410 
2016,서울,재활의학과,188633 ,1297513 ,281291536050 ,212921254320 
2016,서울,핵의학과,9281 ,31688 ,6075782770 ,5457870360 
2016,서울,가정의학과,322302 ,834183 ,92127357020 ,62663162980 
2016,서울,응급의학과,891102 ,1190963 ,228724977260 ,149260043660 
2016,서울,직업환경의학과,1554 ,2453 ,88599210 ,53277200 
2016,서울,예방의학과,433 ,1093 ,104769180 ,99320000 
2016,서울,치과,1315 ,2612 ,116629240 ,69140860 
2016,서울,보건,1 ,2 ,143490 ,136330 
2016,서울,구강악안면외과,153234 ,380983 ,26734974960 ,16043568770 
2016,서울,치과보철과,37383 ,80742 ,12335074580 ,6387736590 
2016,서울,치과교정과,2740 ,4744 ,132499390 ,57348690 
2016,서울,소아치과,38787 ,78809 ,3443412300 ,2168142210 
