진료년도,시도,진료과목,환자수,명세서 청구건수,요양급여비용총액,보험자부담금
2013,서울,일반의,14970 ,25272 ,8211898330 ,6507836390 
2013,서울,내과,2456768 ,11909605 ,2209852216590 ,1778037160720 
2013,서울,신경과,438780 ,1512115 ,239799508250 ,165895270030 
2013,서울,정신건강의학과,174986 ,1009664 ,137973455420 ,95543719940 
2013,서울,외과,840358 ,2799417 ,912973055150 ,788069055080 
2013,서울,정형외과,1367091 ,5133613 ,684690027670 ,496253725830 
2013,서울,신경외과,573448 ,1814526 ,411047314470 ,325861588240 
2013,서울,흉부외과,103064 ,332112 ,215525760730 ,191214654540 
2013,서울,성형외과,100650 ,319969 ,44721435070 ,31581908480 
2013,서울,마취통증의학과,84037 ,257223 ,18720591840 ,9692817530 
2013,서울,산부인과,685383 ,2694133 ,305823003150 ,235382066630 
2013,서울,소아청소년과,457963 ,2223231 ,331330367500 ,278738432290 
2013,서울,안과,754829 ,1948137 ,143536026600 ,89629205070 
2013,서울,이비인후과,465784 ,1363098 ,141578976020 ,95397328050 
2013,서울,피부과,323052 ,1060210 ,34427746730 ,13444036000 
2013,서울,비뇨의학과,345345 ,1218599 ,155527543310 ,114502020160 
2013,서울,영상의학과,51478 ,71782 ,6816960660 ,4517910050 
2013,서울,방사선종양학과,46706 ,565228 ,114139580520 ,108105161810 
2013,서울,병리과,7 ,11 ,744060 ,424060 
2013,서울,진단검사의학과,2382 ,4286 ,459256470 ,365809870 
2013,서울,결핵과,581 ,1456 ,214466680 ,165588560 
2013,서울,재활의학과,168042 ,1183304 ,203865994930 ,151265802160 
2013,서울,핵의학과,12410 ,41686 ,8817323140 ,8066690890 
2013,서울,가정의학과,312423 ,822992 ,71729642960 ,47142788490 
2013,서울,응급의학과,810135 ,1054244 ,164057402600 ,90133943170 
2013,서울,직업환경의학과,1860 ,3054 ,102433870 ,52779820 
2013,서울,예방의학과,6 ,6 ,915660 ,752780 
2013,서울,치과,2430 ,5674 ,153024070 ,78035460 
2013,서울,구강악안면외과,130570 ,335987 ,18095064370 ,10820529490 
2013,서울,치과보철과,13564 ,26794 ,1486434370 ,827702950 
2013,서울,치과교정과,916 ,1028 ,39272200 ,23606700 
2013,서울,소아치과,46787 ,90852 ,2739511810 ,1764283730 
2013,서울,치주과,101480 ,192047 ,8430101180 ,5020541560 
2013,서울,치과보존과,243014 ,591109 ,22819066380 ,11374086330 
2013,서울,구강내과,31472 ,90759 ,4040979950 ,2436550250 
2013,서울,영상치의학과,2767 ,2838 ,116503680 ,70280380 
2013,서울,예방치과,1514 ,1544 ,48574560 ,29341560 
2013,서울,한방내과,52259 ,243731 ,12419993850 ,8977806990 
2013,서울,한방부인과,8133 ,34430 ,972189080 ,632197460 
2013,서울,한방소아과,2264 ,7549 ,137718000 ,86883310 
2013,서울,한방안·이비인후·피부과,4360 ,30218 ,987520020 ,651905280 
2013,서울,한방신경정신과,1814 ,7982 ,612755490 ,428603080 
2013,서울,침구과,51814 ,258207 ,11638452450 ,8106771950 
2013,서울,한방재활의학과,46583 ,292824 ,11584980990 ,7759954990 
2013,서울,사상체질과,3181 ,14258 ,712505260 ,528107640 
2013,서울,한방응급,1627 ,3018 ,65480830 ,40867280 
2013,부산,일반의,606 ,1975 ,318878030 ,235332100 
2013,부산,내과,873144 ,4157902 ,722673206970 ,568732962790 
2013,부산,신경과,154677 ,594069 ,75678553340 ,53024410130 
2013,부산,정신건강의학과,54644 ,366751 ,82497245710 ,60738670570 
2013,부산,외과,250101 ,889797 ,232370290790 ,190023736180 
2013,부산,정형외과,548093 ,2427377 ,300600397680 ,217968740820 
2013,부산,신경외과,151139 ,523068 ,133693989890 ,105015515470 
2013,부산,흉부외과,25158 ,87837 ,35283772970 ,29251408380 
2013,부산,성형외과,22347 ,72602 ,8911333440 ,6129589310 
2013,부산,마취통증의학과,29076 ,81838 ,12009793460 ,8327106760 
2013,부산,산부인과,259286 ,1047009 ,105951379920 ,81726943680 
2013,부산,소아청소년과,249914 ,1873641 ,104643043230 ,85449079460 
2013,부산,안과,166780 ,482438 ,35623724610 ,23547474580 
2013,부산,이비인후과,148505 ,431645 ,39200023570 ,27755469970 
2013,부산,피부과,66039 ,195944 ,7379850710 ,3832355330 
2013,부산,비뇨의학과,93126 ,349449 ,43514427050 ,31340620150 
2013,부산,영상의학과,9280 ,18606 ,1273298540 ,880226050 
2013,부산,방사선종양학과,6040 ,87563 ,18559811740 ,17568862810 
