진료년도,시도,진료과목,환자수,명세서 청구건수,요양급여비용총액,보험자부담금
2015,서울,일반의,5866 ,7307 ,6086403940 ,4872989930 
2015,서울,내과,2519640 ,12093904 ,2577455312440 ,2100573916640 
2015,서울,신경과,470587 ,1592375 ,272333206880 ,192225190960 
2015,서울,정신건강의학과,183737 ,1045242 ,139722061030 ,96560473210 
2015,서울,외과,830914 ,2689378 ,992521203880 ,859759901470 
2015,서울,정형외과,1345363 ,5029448 ,712787523980 ,519149769030 
2015,서울,신경외과,578716 ,1794986 ,446079474940 ,359815272220 
2015,서울,흉부외과,106223 ,330027 ,253886248320 ,227458828020 
2015,서울,성형외과,109010 ,338902 ,50943717360 ,37319657330 
2015,서울,마취통증의학과,108786 ,311337 ,19468844100 ,10106021370 
2015,서울,산부인과,678378 ,2668224 ,344231358870 ,268656621910 
2015,서울,소아청소년과,472604 ,2282374 ,397455677310 ,340262818000 
2015,서울,안과,792088 ,2019006 ,198854174820 ,127662694730 
2015,서울,이비인후과,452776 ,1266564 ,148495941210 ,101063994830 
2015,서울,피부과,319466 ,1034146 ,38050290370 ,16301548860 
2015,서울,비뇨의학과,356155 ,1240088 ,179561325970 ,135210214570 
2015,서울,영상의학과,44104 ,60902 ,8092865920 ,5744487060 
2015,서울,방사선종양학과,47992 ,568088 ,148464380220 ,140775021300 
2015,서울,병리과,6 ,7 ,928740 ,504740 
2015,서울,진단검사의학과,2206 ,3968 ,456320140 ,369762640 
2015,서울,결핵과,3 ,3 ,147130 ,95730 
2015,서울,재활의학과,179426 ,1213044 ,245800652260 ,184962883890 
2015,서울,핵의학과,9210 ,32603 ,6464416050 ,5841998520 
2015,서울,가정의학과,304057 ,769180 ,76821289470 ,51588987460 
2015,서울,응급의학과,844407 ,1098217 ,184336871350 ,104368008060 
2015,서울,직업환경의학과,1558 ,2507 ,166707630 ,112611820 
2015,서울,예방의학과,14 ,17 ,848680 ,806320 
2015,서울,치과,845 ,1520 ,58592000 ,30068860 
2015,서울,구강악안면외과,145279 ,361900 ,23017441550 ,13920731310 
2015,서울,치과보철과,30722 ,65459 ,6513633650 ,3445061910 
2015,서울,치과교정과,2673 ,4216 ,119830870 ,56728370 
2015,서울,소아치과,44806 ,87608 ,3187007620 ,2023539350 
2015,서울,치주과,135686 ,247990 ,12859517610 ,7644039310 
2015,서울,치과보존과,247195 ,618389 ,28403075680 ,14615068930 
2015,서울,구강내과,36231 ,104228 ,5040067520 ,3046316090 
2015,서울,영상치의학과,3352 ,3408 ,163758400 ,99465600 
2015,서울,구강병리과,6 ,6 ,169230 ,101830 
2015,서울,예방치과,2025 ,2154 ,89264150 ,53775750 
2015,서울,한방내과,60442 ,321062 ,16814016070 ,12196772170 
2015,서울,한방부인과,5849 ,25295 ,801781290 ,529866030 
2015,서울,한방소아과,3934 ,10935 ,219654910 ,141166600 
2015,서울,한방안·이비인후·피부과,4062 ,25325 ,986423290 ,656848430 
2015,서울,한방신경정신과,1846 ,8541 ,525087960 ,377750820 
2015,서울,침구과,39257 ,208178 ,9607235910 ,6715039830 
2015,서울,한방재활의학과,47808 ,274896 ,14478471940 ,9801857310 
2015,서울,사상체질과,1451 ,9652 ,579542390 ,426521480 
2015,서울,한방응급,1283 ,3319 ,65968910 ,41093480 
2015,부산,일반의,1521 ,6789 ,765533270 ,590842170 
2015,부산,내과,931066 ,4478598 ,853688708630 ,675886149440 
2015,부산,신경과,165265 ,638686 ,91102330180 ,64923580490 
2015,부산,정신건강의학과,55950 ,383455 ,80554274140 ,59614873070 
2015,부산,외과,249858 ,881799 ,263231255180 ,214951094680 
2015,부산,정형외과,545116 ,2442908 ,331153171340 ,241439597530 
2015,부산,신경외과,167379 ,575741 ,154663182180 ,122868449080 
2015,부산,흉부외과,24792 ,79147 ,39003566600 ,32522683450 
2015,부산,성형외과,23551 ,74937 ,10059916670 ,6934819750 
2015,부산,마취통증의학과,35825 ,109977 ,13302431590 ,9162405740 
2015,부산,산부인과,285570 ,1209778 ,134836734540 ,104445443820 
2015,부산,소아청소년과,287634 ,2152143 ,128477928590 ,104740180800 
2015,부산,안과,174654 ,509566 ,46505558390 ,31093016410 
2015,부산,이비인후과,143397 ,404331 ,41210470890 ,29121217060 
2015,부산,피부과,63511 ,190441 ,8342828490 ,4526070340 
2015,부산,비뇨의학과,93233 ,345989 ,45224582990 ,32866129190 
2015,부산,영상의학과,10141 ,22492 ,2060112760 ,1455186260 
2015,부산,방사선종양학과,5991 ,81490 ,21017287590 ,19927239270 
2015,부산,병리과,1 ,1 ,40570 ,16270 
2015,부산,진단검사의학과,427 ,638 ,466845140 ,342990160 
2015,부산,결핵과,1 ,10 ,19903360 ,14553620 
2015,부산,재활의학과,49878 ,459218 ,110971850100 ,84504420360 
2015,부산,핵의학과,4257 ,16956 ,2847163150 ,2621640940 
2015,부산,가정의학과,115611 ,308282 ,161257746620 ,120380063880 
2015,부산,응급의학과,305313 ,398719 ,36168717040 ,19865268020 
2015,부산,직업환경의학과,365 ,503 ,12085250 ,1693550 
2015,부산,치과,572 ,662 ,70641500 ,37518960 
2015,부산,구강악안면외과,37993 ,82705 ,4008524600 ,2323378590 
2015,부산,치과보철과,4323 ,10025 ,2070543400 ,1030417680 
2015,부산,치과교정과,4226 ,10587 ,490508880 ,290665480 
2015,부산,소아치과,1724 ,2381 ,58247830 ,36124170 
2015,부산,치주과,45860 ,91174 ,3742874190 ,2219775390 
2015,부산,치과보존과,81563 ,216560 ,9129164640 ,4800132040 
2015,부산,구강내과,1234 ,2654 ,114445690 ,35199690 
2015,부산,영상치의학과,82 ,82 ,6647750 ,3992150 
2015,부산,구강병리과,1 ,1 ,66590 ,39990 
2015,부산,예방치과,308 ,347 ,14284570 ,8463740 
2015,부산,한방내과,36697 ,216147 ,17180663230 ,13383434980 
2015,부산,한방부인과,1422 ,7551 ,599988320 ,444265910 
2015,부산,한방소아과,221 ,914 ,23905380 ,16923100 
2015,부산,한방안·이비인후·피부과,1673 ,9382 ,628689880 ,446088390 
2015,부산,한방신경정신과,385 ,2519 ,176406170 ,130602350 
2015,부산,침구과,10953 ,65357 ,3903190800 ,2897391840 
2015,부산,한방재활의학과,9431 ,57676 ,3863958190 ,2682889100 
2015,부산,사상체질과,1067 ,7265 ,328395400 ,231340780 
2015,부산,한방응급,1 ,1 ,10070 ,6070 
2015,인천,일반의,42 ,58 ,70424570 ,51111290 
2015,인천,내과,506109 ,2241516 ,404434059290 ,316758106740 
2015,인천,신경과,67753 ,235773 ,37398722610 ,25581234450 
2015,인천,정신건강의학과,38552 ,223814 ,56103473190 ,41128781930 
2015,인천,외과,107162 ,353924 ,127539339260 ,105594928980 
2015,인천,정형외과,316769 ,1228230 ,177655256050 ,129621481530 
2015,인천,신경외과,140007 ,430841 ,91598142330 ,71449405100 
2015,인천,흉부외과,8369 ,21195 ,15198923030 ,13126470490 
2015,인천,성형외과,12443 ,40034 ,4480753980 ,3024047490 
2015,인천,마취통증의학과,15723 ,49166 ,3423472180 ,1919901080 
2015,인천,산부인과,158336 ,631186 ,61780635490 ,47305817860 
2015,인천,소아청소년과,104758 ,518731 ,45852603640 ,36706612650 
2015,인천,안과,117151 ,290173 ,28054355380 ,18549982910 
2015,인천,이비인후과,104936 ,267980 ,22620901060 ,14310204060 
2015,인천,피부과,45977 ,143350 ,6187674330 ,2728744730 
2015,인천,비뇨의학과,59805 ,196911 ,22837990140 ,15429904100 
2015,인천,영상의학과,2518 ,2910 ,165130340 ,91027080 
2015,인천,방사선종양학과,3002 ,48445 ,11771046070 ,11187864150 
2015,인천,진단검사의학과,61 ,61 ,1566310 ,959920 
2015,인천,결핵과,2 ,2 ,29240 ,17640 
2015,인천,재활의학과,30620 ,218164 ,74826298770 ,57482327770 
2015,인천,핵의학과,489 ,1480 ,431874240 ,406221400 
2015,인천,가정의학과,46810 ,126237 ,40771478160 ,30548636060 
2015,인천,응급의학과,255662 ,332859 ,46262577550 ,23257398280 
2015,인천,직업환경의학과,226 ,386 ,14233490 ,4568390 
2015,인천,치과,857 ,2190 ,73866130 ,38215090 
2015,인천,구강악안면외과,18540 ,46615 ,2114374630 ,1072752150 
2015,인천,치과보철과,928 ,1758 ,353595920 ,181436930 
2015,인천,치과교정과,30 ,30 ,671870 ,404570 
2015,인천,소아치과,864 ,1236 ,35905590 ,22564510 
2015,인천,치주과,10079 ,16004 ,754680710 ,449517620 
2015,인천,치과보존과,31175 ,70149 ,3411562960 ,1573394780 
2015,인천,영상치의학과,1 ,1 ,40620 ,20320 
2015,인천,한방내과,10783 ,50100 ,3273026530 ,2469697480 
2015,인천,한방부인과,994 ,3851 ,133948770 ,87287280 
2015,인천,한방소아과,63 ,273 ,5537750 ,3459150 
2015,인천,한방안·이비인후·피부과,59 ,174 ,8152560 ,5604770 
2015,인천,한방신경정신과,164 ,875 ,114102300 ,89589760 
2015,인천,침구과,18700 ,68811 ,5932230550 ,4312082620 
2015,인천,한방재활의학과,4376 ,20787 ,1274775400 ,902552080 
2015,인천,사상체질과,850 ,5517 ,178626960 ,117104510 
2015,인천,한방응급,36 ,46 ,1288380 ,775280 
2015,대구,일반의,97 ,101 ,10258100 ,7624270 
2015,대구,내과,562029 ,2466662 ,479060890200 ,383056840270 
2015,대구,신경과,112813 ,426408 ,70385485910 ,49510853740 
2015,대구,정신건강의학과,44873 ,308928 ,58787460100 ,43809034690 
2015,대구,외과,188880 ,595006 ,190917335380 ,159086258060 
2015,대구,정형외과,354362 ,1357020 ,192348088580 ,140379649470 
2015,대구,신경외과,162376 ,505368 ,106982528280 ,83228867550 
2015,대구,흉부외과,14684 ,44555 ,32205952510 ,28440588360 
2015,대구,성형외과,23173 ,65199 ,11591449730 ,8404171100 
2015,대구,마취통증의학과,23122 ,62783 ,5566373850 ,3366573130 
2015,대구,산부인과,191817 ,734720 ,90165952240 ,71234909760 
2015,대구,소아청소년과,206721 ,1358848 ,101217175890 ,84506569250 
2015,대구,안과,156282 ,456717 ,44113532550 ,29238917210 
2015,대구,이비인후과,69964 ,181672 ,19869628110 ,13157279010 
2015,대구,피부과,42309 ,133678 ,4976150590 ,2246244230 
2015,대구,비뇨의학과,51837 ,197005 ,27070236100 ,20266398560 
2015,대구,영상의학과,6369 ,7386 ,741667480 ,514069210 
2015,대구,방사선종양학과,4827 ,80728 ,19542098420 ,18551923580 
2015,대구,진단검사의학과,26 ,27 ,13183080 ,10083580 
2015,대구,재활의학과,38629 ,303310 ,68161175850 ,51742592130 
2015,대구,핵의학과,13215 ,43322 ,3781665730 ,2900120530 
2015,대구,가정의학과,48282 ,126745 ,55084813180 ,41197862590 
2015,대구,응급의학과,132045 ,163236 ,21884185760 ,11683475010 
2015,대구,직업환경의학과,1173 ,2632 ,71664860 ,41416060 
2015,대구,치과,4916 ,7020 ,206718350 ,119993630 
2015,대구,구강악안면외과,29013 ,50182 ,1994010370 ,1174410980 
2015,대구,치과보철과,3163 ,6842 ,2151968330 ,1093075430 
2015,대구,치과교정과,232 ,246 ,8918450 ,5371350 
2015,대구,소아치과,4975 ,8628 ,365156950 ,245151550 
2015,대구,치주과,40674 ,67665 ,3052063450 ,1817580950 
2015,대구,치과보존과,90368 ,248528 ,11675872470 ,5527893930 
2015,대구,예방치과,703 ,802 ,70506620 ,42421620 
2015,대구,한방내과,13366 ,67312 ,4152673920 ,3181659770 
2015,대구,한방부인과,136 ,800 ,28552490 ,18410240 
2015,대구,한방소아과,320 ,1321 ,28778930 ,18166430 
2015,대구,한방안·이비인후·피부과,617 ,5026 ,180958620 ,115896050 
2015,대구,한방신경정신과,284 ,2193 ,97972920 ,63622880 
2015,대구,침구과,3076 ,15697 ,914164410 ,661139320 
2015,대구,한방재활의학과,2268 ,11241 ,717284540 ,487376610 
2015,대구,사상체질과,61 ,259 ,13318620 ,9018380 
2015,대구,한방응급,584 ,764 ,24704790 ,15143160 
2015,광주,일반의,51 ,60 ,1700030 ,1142950 
2015,광주,내과,481975 ,1869597 ,314302401040 ,239134564330 
2015,광주,신경과,77003 ,251973 ,38109845870 ,26329494950 
2015,광주,정신건강의학과,27991 ,179682 ,43039443860 ,31515969550 
2015,광주,외과,131052 ,332338 ,107795671730 ,83391290620 
2015,광주,정형외과,324647 ,1041650 ,152451780530 ,110681046260 
2015,광주,신경외과,129182 ,328522 ,68121361390 ,52067580300 
