진료년도,시도,진료과목,환자수,명세서 청구건수,요양급여비용총액,보험자부담금
2018,서울,일반의,6727 ,8744 ,7959881980 ,6380920250 
2018,서울,내과,2834505 ,13894843 ,3658301173310 ,2988382537450 
2018,서울,신경과,562596 ,1859975 ,371088343440 ,264664758640 
2018,서울,정신건강의학과,205615 ,1170568 ,164741785700 ,113837679480 
2018,서울,외과,920499 ,2995560 ,1333819836770 ,1151424422400 
2018,서울,정형외과,1439385 ,5405453 ,918569958440 ,674330552720 
2018,서울,신경외과,642570 ,2011181 ,600116713170 ,486602903680 
2018,서울,흉부외과,121235 ,383042 ,346501073440 ,310912838900 
2018,서울,성형외과,115113 ,384995 ,75177783700 ,57758940100 
2018,서울,마취통증의학과,124298 ,340455 ,25976916840 ,13948567190 
2018,서울,산부인과,709666 ,2816092 ,512705793700 ,408857488910 
2018,서울,소아청소년과,465135 ,2366540 ,522966137490 ,458383638320 
2018,서울,안과,865262 ,2268549 ,288519553080 ,183006108290 
2018,서울,이비인후과,481544 ,1329578 ,192719531550 ,132134457240 
2018,서울,피부과,333082 ,1094792 ,60978526630 ,31908011120 
2018,서울,비뇨의학과,410570 ,1440243 ,265289799010 ,203039583650 
2018,서울,영상의학과,59823 ,89249 ,19635571260 ,15393609190 
2018,서울,방사선종양학과,56750 ,652224 ,248501841150 ,235648286110 
2018,서울,병리과,14 ,15 ,768030 ,383830 
2018,서울,진단검사의학과,2848 ,4961 ,1033089870 ,792480470 
2018,서울,결핵과,1 ,1 ,755890 ,558000 
2018,서울,재활의학과,201212 ,1358183 ,344647478570 ,264177241180 
2018,서울,핵의학과,9954 ,34035 ,7321168730 ,6578519020 
2018,서울,가정의학과,322893 ,857487 ,115982717510 ,81391363610 
2018,서울,응급의학과,916233 ,1226946 ,302110558690 ,205246136340 
2018,서울,직업환경의학과,2202 ,3488 ,186273590 ,128012640 
2018,서울,예방의학과,243 ,380 ,71441400 ,64453220 
2018,서울,치과,5526 ,8967 ,388574560 ,243722030 
2018,서울,구강악안면외과,163700 ,387045 ,31816200510 ,20172060430 
2018,서울,치과보철과,48233 ,114002 ,18298638430 ,11179413310 
2018,서울,치과교정과,3134 ,3621 ,164674890 ,60407790 
2018,서울,소아치과,40600 ,83144 ,4119555100 ,2807844490 
2018,서울,치주과,174534 ,304687 ,17415354160 ,9953784330 
2018,서울,치과보존과,237035 ,545008 ,34166534380 ,20056436540 
2018,서울,구강내과,37712 ,107045 ,5577081760 ,3377870440 
2018,서울,영상치의학과,2105 ,2295 ,129879180 ,80231380 
2018,서울,구강병리과,3 ,3 ,267350 ,160550 
2018,서울,예방치과,2919 ,3695 ,162591290 ,86380890 
2018,서울,한방내과,57541 ,291164 ,19752875970 ,14758591970 
2018,서울,한방부인과,6637 ,28304 ,1419207130 ,1009952990 
2018,서울,한방소아과,4158 ,8819 ,260056980 ,171834360 
2018,서울,한방안·이비인후·피부과,4300 ,28538 ,1384341330 ,943550600 
2018,서울,한방신경정신과,1660 ,6429 ,401151270 ,272082430 
2018,서울,침구과,47389 ,267157 ,16480562960 ,11881846710 
2018,서울,한방재활의학과,48176 ,282102 ,18815848990 ,12833046730 
2018,서울,사상체질과,1610 ,9862 ,872865940 ,655975950 
2018,서울,한방응급,352 ,514 ,21834930 ,14732660 
